cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (ns),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (ns),trafficgen_avg_read_latency (ns),trafficgen_avg_write_latency (ns),trafficgen_read_bw (MB/s),trafficgen_write_bw (MB/s),dram1_avg_mem_acc_lat (ns),dram1_avg_rd_bw (MB/s),dram1_avg_wr_bw (MB/s),dram2_avg_mem_acc_lat (ns),dram2_avg_rd_bw (MB/s),dram2_avg_wr_bw (MB/s)
0.033183,30.136153,0.053475,194.703971119,0.090765,207.48823529400002,336.149081235,77.31455987700001,6548.264923579737,4418.007626005318,55.34639,172.10079669952393,N/A,500.10215999999997,2921.4110164642334,2683.9901447296143
