cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (Ticks),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (Ticks),trafficgen_avg_read_latency (Ticks),trafficgen_avg_write_latency (Ticks),trafficgen_read_bw (Bytes per second),trafficgen_write_bw (Bytes per second),dram1_avg_mem_acc_lat (Ticks),dram1_avg_rd_bw (Bytes per second),dram1_avg_wr_bw (Bytes per second),dram2_avg_mem_acc_lat (Ticks),dram2_avg_rd_bw (Bytes per second),dram2_avg_wr_bw (Bytes per second)
0.033839,29.551371,0.053475,197783.393502,0.090765,185370.588235,290318.691888,93315.005459,7661580085.872811,5286732846.677167,54312.06,182777077.0,N/A,344705.78,2677245012.0,1297842723.0
