cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (Ticks),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (Ticks),trafficgen_avg_read_latency (Ticks),trafficgen_avg_write_latency (Ticks),trafficgen_read_bw (Bytes per second),trafficgen_write_bw (Bytes per second),dram1_avg_mem_acc_lat (Ticks),dram1_avg_rd_bw (Bytes per second),dram1_avg_wr_bw (Bytes per second),dram2_avg_mem_acc_lat (Ticks),dram2_avg_rd_bw (Bytes per second),dram2_avg_wr_bw (Bytes per second)
0.033183,30.136153,0.053475,194703.971119,0.090765,207488.235294,336149.081235,77314.559877,6548264923.579737,4418007626.005319,55346.39,180460765.0,N/A,500102.16,3063321478.0,2814367650.0
