cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (ns),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (ns),trafficgen_avg_read_latency (ns),trafficgen_avg_write_latency (ns),trafficgen_read_bw (MB/s),trafficgen_write_bw (MB/s),dram1_avg_mem_acc_lat (ns),dram1_avg_rd_bw (MB/s),dram1_avg_wr_bw (MB/s),dram2_avg_mem_acc_lat (ns),dram2_avg_rd_bw (MB/s),dram2_avg_wr_bw (MB/s)
0.033839,29.551371,0.053475,197.783393502,0.090765,185.370588235,290.318691888,93.315005459,7661.580085872812,5286.732846677167,54.312059999999995,174.30980396270752,N/A,344.70578,2553.2198066711426,1237.719271659851
