cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (Ticks),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (Ticks),trafficgen_avg_read_latency (Ticks),trafficgen_avg_write_latency (Ticks),trafficgen_read_bw (Bytes per second),trafficgen_write_bw (Bytes per second),dram1_avg_mem_acc_lat (Ticks),dram1_avg_rd_bw (Bytes per second),dram1_avg_wr_bw (Bytes per second),dram2_avg_mem_acc_lat (Ticks),dram2_avg_rd_bw (Bytes per second),dram2_avg_wr_bw (Bytes per second)
0.035138,28.459058,0.053475,177877.256318,0.090765,184541.176471,181997.963594,71231.643848,7873562204.382436,5665542443.387328,55136.15,189358107.0,N/A,145779.98,2676203337.0,3474461.0
