cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (Ticks),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (Ticks),trafficgen_avg_read_latency (Ticks),trafficgen_avg_write_latency (Ticks),trafficgen_read_bw (Bytes per second),trafficgen_write_bw (Bytes per second),dram1_avg_mem_acc_lat (Ticks),dram1_avg_rd_bw (Bytes per second),dram1_avg_wr_bw (Bytes per second),dram2_avg_mem_acc_lat (Ticks),dram2_avg_rd_bw (Bytes per second),dram2_avg_wr_bw (Bytes per second)
0.031517,31.729239,0.053475,220411.552347,0.090765,214841.176471,283823.626407,108643.722691,7198802147.369959,4753624599.802793,53609.08,171010506.0,N/A,330999.43,2375838436.0,1987461502.0
