cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (Ticks),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (Ticks),trafficgen_avg_read_latency (Ticks),trafficgen_avg_write_latency (Ticks),trafficgen_read_bw (Bytes per second),trafficgen_write_bw (Bytes per second),dram1_avg_mem_acc_lat (Ticks),dram1_avg_rd_bw (Bytes per second),dram1_avg_wr_bw (Bytes per second),dram2_avg_mem_acc_lat (Ticks),dram2_avg_rd_bw (Bytes per second),dram2_avg_wr_bw (Bytes per second)
0.035578,28.107377,0.053475,170761.732852,0.090765,185452.941176,188082.097316,71205.864501,7880610141.541844,5481379689.432459,54202.66,191727360.0,N/A,152579.04,3061921121.0,307819156.0
