cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (ns),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (ns),trafficgen_avg_read_latency (ns),trafficgen_avg_write_latency (ns),trafficgen_read_bw (MB/s),trafficgen_write_bw (MB/s),dram1_avg_mem_acc_lat (ns),dram1_avg_rd_bw (MB/s),dram1_avg_wr_bw (MB/s),dram2_avg_mem_acc_lat (ns),dram2_avg_rd_bw (MB/s),dram2_avg_wr_bw (MB/s)
0.035578,28.107377,0.053475,170.761732852,0.090765,185.452941176,188.082097316,71.20586450100001,7880.610141541844,5481.379689432459,54.20266,182.845458984375,N/A,152.57904000000002,2920.0755319595337,293.5592231750488
